facility_name,latitude,longitude,observed_datetime,hour_of_day,day_of_week,is_weekend,is_holiday,capacity,base_rate_kes,traffic_delay_index,occupied_bays,occupancy_rate,is_available
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 13:00:00,13,0,0,0,50,100,1.0,39,0.771,1
Parking B,-1.2806414,36.8128716,2026-08-24 13:00:00,13,0,0,0,50,100,1.0,45,0.9078,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 13:00:00,13,0,0,0,50,100,1.0,43,0.8568,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 13:00:00,13,0,0,0,50,100,1.0,36,0.7127,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,39,0.7757,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,40,0.8097,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,42,0.8442,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,50,1.0,0
Unnamed Parking,-1.2641049,36.8117123,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,43,0.8691,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-24 14:00:00,14,0,0,0,50,300,1.15,39,0.7827,1
Unnamed Parking,-1.25013,36.8202579,2026-08-24 14:00:00,14,0,0,0,50,100,1.16,43,0.8677,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,41,0.8218,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-24 14:00:00,14,0,0,0,50,200,1.0,44,0.876,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-24 14:00:00,14,0,0,0,50,50,1.0,45,0.8964,1
Student parking,-1.274479,36.805643,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,47,0.9467,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,42,0.8481,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,49,0.9811,0
Unnamed Parking,-1.259848,36.8644681,2026-08-24 14:00:00,14,0,0,0,50,100,1.19,46,0.9226,1
Travel House Parking,-1.2861727,36.8214386,2026-08-24 14:00:00,14,0,0,0,50,100,1.18,40,0.7934,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,50,1.0,0
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,44,0.8762,1
Parking B,-1.2806414,36.8128716,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,39,0.7832,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,49,0.9822,0
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 14:00:00,14,0,0,0,50,100,1.0,50,1.0,0
Unnamed Parking,-1.2896057,36.8150615,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,42,0.8474,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,40,0.8097,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,42,0.8362,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,45,0.9072,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,48,0.9522,0
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-24 15:00:00,15,0,0,0,50,300,1.15,45,0.8956,1
Unnamed Parking,-1.25013,36.8202579,2026-08-24 15:00:00,15,0,0,0,50,100,1.16,43,0.8581,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,48,0.9698,0
Ayany Car Park,-1.3090339,36.7757579,2026-08-24 15:00:00,15,0,0,0,50,200,1.0,41,0.825,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-24 15:00:00,15,0,0,0,50,50,1.0,47,0.9325,1
Student parking,-1.274479,36.805643,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,41,0.827,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,44,0.8845,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,42,0.8409,1
Unnamed Parking,-1.259848,36.8644681,2026-08-24 15:00:00,15,0,0,0,50,100,1.19,42,0.8455,1
Travel House Parking,-1.2861727,36.8214386,2026-08-24 15:00:00,15,0,0,0,50,100,1.18,41,0.8198,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,48,0.9576,0
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,40,0.7914,1
Parking B,-1.2806414,36.8128716,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,40,0.7908,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,50,1.0,0
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 15:00:00,15,0,0,0,50,100,1.0,46,0.9282,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,33,0.6592,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,40,0.8048,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,35,0.705,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,39,0.7739,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,30,0.5989,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-24 16:00:00,16,0,0,0,50,300,1.15,42,0.839,1
Unnamed Parking,-1.25013,36.8202579,2026-08-24 16:00:00,16,0,0,0,50,100,1.16,38,0.7586,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,43,0.8548,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-24 16:00:00,16,0,0,0,50,200,1.0,36,0.72,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-24 16:00:00,16,0,0,0,50,50,1.0,43,0.8566,1
Student parking,-1.274479,36.805643,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,41,0.8168,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,49,0.9702,0
Unnamed Parking,-1.2553877,36.8667692,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,48,0.9629,0
Unnamed Parking,-1.259848,36.8644681,2026-08-24 16:00:00,16,0,0,0,50,100,1.19,46,0.9128,1
Travel House Parking,-1.2861727,36.8214386,2026-08-24 16:00:00,16,0,0,0,50,100,1.18,41,0.8239,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,50,1.0,0
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,36,0.7258,1
Parking B,-1.2806414,36.8128716,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,37,0.7377,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,42,0.8433,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 16:00:00,16,0,0,0,50,100,1.0,50,1.0,0
Unnamed Parking,-1.2896057,36.8150615,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,34,0.6838,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,34,0.6853,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,29,0.5846,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,39,0.7757,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,39,0.7763,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-24 17:00:00,17,0,0,0,50,300,1.15,38,0.7631,1
Unnamed Parking,-1.25013,36.8202579,2026-08-24 17:00:00,17,0,0,0,50,100,1.16,32,0.6497,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,32,0.6435,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-24 17:00:00,17,0,0,0,50,200,1.0,30,0.5966,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-24 17:00:00,17,0,0,0,50,50,1.0,35,0.7067,1
Student parking,-1.274479,36.805643,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,31,0.6136,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,30,0.6058,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,33,0.6661,1
Unnamed Parking,-1.259848,36.8644681,2026-08-24 17:00:00,17,0,0,0,50,100,1.19,33,0.6609,1
Travel House Parking,-1.2861727,36.8214386,2026-08-24 17:00:00,17,0,0,0,50,100,1.18,33,0.657,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,37,0.7373,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,35,0.7063,1
Parking B,-1.2806414,36.8128716,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,34,0.6769,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,36,0.7146,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 17:00:00,17,0,0,0,50,100,1.0,31,0.6207,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,35,0.7084,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,36,0.712,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,29,0.5798,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,39,0.7797,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,31,0.6295,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-24 18:00:00,18,0,0,0,50,300,1.15,35,0.7072,1
Unnamed Parking,-1.25013,36.8202579,2026-08-24 18:00:00,18,0,0,0,50,100,1.16,40,0.7932,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,39,0.7741,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-24 18:00:00,18,0,0,0,50,200,1.0,35,0.7027,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-24 18:00:00,18,0,0,0,50,50,1.0,34,0.671,1
Student parking,-1.274479,36.805643,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,39,0.7758,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,38,0.754,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,33,0.6505,1
Unnamed Parking,-1.259848,36.8644681,2026-08-24 18:00:00,18,0,0,0,50,100,1.19,32,0.6364,1
Travel House Parking,-1.2861727,36.8214386,2026-08-24 18:00:00,18,0,0,0,50,100,1.18,27,0.5342,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,36,0.7123,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,35,0.6934,1
Parking B,-1.2806414,36.8128716,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,40,0.7909,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,36,0.7287,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 18:00:00,18,0,0,0,50,100,1.0,40,0.8067,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,17,0.3442,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,25,0.4911,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,18,0.3577,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,23,0.4622,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,14,0.2833,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-24 19:00:00,19,0,0,0,50,300,1.15,21,0.4188,1
Unnamed Parking,-1.25013,36.8202579,2026-08-24 19:00:00,19,0,0,0,50,100,1.16,12,0.2412,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,19,0.3786,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-24 19:00:00,19,0,0,0,50,200,1.0,22,0.4352,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-24 19:00:00,19,0,0,0,50,50,1.0,18,0.3583,1
Student parking,-1.274479,36.805643,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,16,0.316,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,23,0.4677,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,20,0.3917,1
Unnamed Parking,-1.259848,36.8644681,2026-08-24 19:00:00,19,0,0,0,50,100,1.19,18,0.3608,1
Travel House Parking,-1.2861727,36.8214386,2026-08-24 19:00:00,19,0,0,0,50,100,1.18,20,0.4034,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,31,0.6109,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,25,0.4923,1
Parking B,-1.2806414,36.8128716,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,25,0.493,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,22,0.4348,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 19:00:00,19,0,0,0,50,100,1.0,21,0.4133,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,10,0.2083,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,17,0.3457,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,18,0.3616,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,13,0.25,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,15,0.3074,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-24 20:00:00,20,0,0,0,50,300,1.15,12,0.2415,1
Unnamed Parking,-1.25013,36.8202579,2026-08-24 20:00:00,20,0,0,0,50,100,1.16,20,0.3969,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,23,0.4655,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-24 20:00:00,20,0,0,0,50,200,1.0,24,0.4885,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-24 20:00:00,20,0,0,0,50,50,1.0,22,0.4332,1
Student parking,-1.274479,36.805643,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,16,0.3229,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,12,0.2454,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,13,0.2595,1
Unnamed Parking,-1.259848,36.8644681,2026-08-24 20:00:00,20,0,0,0,50,100,1.19,15,0.2985,1
Travel House Parking,-1.2861727,36.8214386,2026-08-24 20:00:00,20,0,0,0,50,100,1.18,16,0.3289,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,19,0.3872,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,16,0.3189,1
Parking B,-1.2806414,36.8128716,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,21,0.4271,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,19,0.3814,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 20:00:00,20,0,0,0,50,100,1.0,20,0.4008,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,25,0.4912,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,15,0.3056,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,22,0.4335,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,20,0.3989,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,19,0.3733,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-24 21:00:00,21,0,0,0,50,300,1.15,24,0.4708,1
Unnamed Parking,-1.25013,36.8202579,2026-08-24 21:00:00,21,0,0,0,50,100,1.16,24,0.4703,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,16,0.3243,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-24 21:00:00,21,0,0,0,50,200,1.0,19,0.3854,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-24 21:00:00,21,0,0,0,50,50,1.0,21,0.4225,1
Student parking,-1.274479,36.805643,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,19,0.3782,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,22,0.4468,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,21,0.4225,1
Unnamed Parking,-1.259848,36.8644681,2026-08-24 21:00:00,21,0,0,0,50,100,1.19,27,0.5466,1
Travel House Parking,-1.2861727,36.8214386,2026-08-24 21:00:00,21,0,0,0,50,100,1.18,14,0.2776,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,20,0.3902,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,16,0.3273,1
Parking B,-1.2806414,36.8128716,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,22,0.4483,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,14,0.2706,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 21:00:00,21,0,0,0,50,100,1.0,21,0.4277,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,17,0.3496,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,17,0.3413,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,14,0.2843,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,18,0.3628,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,24,0.4868,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-24 22:00:00,22,0,0,0,50,300,1.15,20,0.398,1
Unnamed Parking,-1.25013,36.8202579,2026-08-24 22:00:00,22,0,0,0,50,100,1.16,23,0.4502,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,27,0.5332,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-24 22:00:00,22,0,0,0,50,200,1.0,21,0.4211,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-24 22:00:00,22,0,0,0,50,50,1.0,18,0.3553,1
Student parking,-1.274479,36.805643,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,22,0.4374,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,18,0.3565,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,18,0.3596,1
Unnamed Parking,-1.259848,36.8644681,2026-08-24 22:00:00,22,0,0,0,50,100,1.19,14,0.2784,1
Travel House Parking,-1.2861727,36.8214386,2026-08-24 22:00:00,22,0,0,0,50,100,1.18,24,0.4741,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,18,0.3691,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,21,0.4146,1
Parking B,-1.2806414,36.8128716,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,16,0.3171,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,22,0.4349,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-24 22:00:00,22,0,0,0,50,100,1.0,17,0.339,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,19,0.3887,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,24,0.4702,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,23,0.4633,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,20,0.3982,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,13,0.2585,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 06:00:00,6,1,0,0,50,300,1.15,32,0.6394,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 06:00:00,6,1,0,0,50,100,1.16,27,0.5397,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,23,0.4578,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 06:00:00,6,1,0,0,50,200,1.0,17,0.3397,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 06:00:00,6,1,0,0,50,50,1.0,20,0.3909,1
Student parking,-1.274479,36.805643,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,18,0.3565,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,25,0.5011,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,21,0.421,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 06:00:00,6,1,0,0,50,100,1.19,17,0.3373,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 06:00:00,6,1,0,0,50,100,1.18,18,0.3623,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,24,0.4897,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,26,0.528,1
Parking B,-1.2806414,36.8128716,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,26,0.5223,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,23,0.4606,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 06:00:00,6,1,0,0,50,100,1.0,19,0.3798,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,7,0.1407,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,21,0.4238,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,20,0.3999,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,21,0.4112,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,20,0.4043,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 07:00:00,7,1,0,0,50,300,1.15,15,0.2939,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 07:00:00,7,1,0,0,50,100,1.16,22,0.4446,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,23,0.4506,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 07:00:00,7,1,0,0,50,200,1.0,23,0.4546,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 07:00:00,7,1,0,0,50,50,1.0,24,0.4757,1
Student parking,-1.274479,36.805643,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,22,0.4483,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,18,0.3672,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,20,0.3943,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 07:00:00,7,1,0,0,50,100,1.19,20,0.4073,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 07:00:00,7,1,0,0,50,100,1.18,20,0.4086,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,24,0.4799,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,23,0.4515,1
Parking B,-1.2806414,36.8128716,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,28,0.5662,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,29,0.5765,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 07:00:00,7,1,0,0,50,100,1.0,20,0.4064,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,27,0.5431,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,47,0.9489,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,40,0.8068,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,39,0.7859,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,41,0.8181,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 08:00:00,8,1,0,0,50,300,1.15,41,0.8143,1
